bundesland;schulart;schulfach;lehrplan;jahrgangsstufe;schulstufe;niveaustufe;bildungsgangniveau;niveau;stufen_quelle;rollen;klasse;eltern;knoten;knoten_uri;lehrplan_uri
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Ausbreitungseigenschaften des Lichts;Umkehrung des Lichtwegs;https://lp-sachsen.org/resource/lernziel-lerninhalt-27590-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Beherrschen des Umgangs mit Größen und Gesetzen der Kinematik;Unterscheidung von Durchschnitts- und Augenblicksgeschwindigkeit;https://lp-sachsen.org/resource/lernziel-lerninhalt-28625-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse zur Optik auf Fotoapparat und Auge;Vergleich von Auge und Fotoapparat;https://lp-sachsen.org/resource/lernziel-lerninhalt-27794-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 6;Wahlbereich 1:  Sehen und Fotografieren;https://lp-sachsen.org/resource/wahlbereich-27572-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 10;Wahlbereich 1: Fernrohre;https://lp-sachsen.org/resource/wahlbereich-29264-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 6;Wahlbereich 3: Farben;https://lp-sachsen.org/resource/wahlbereich-27575-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Entstehung der Farben;Wahrnehmung der Körperfarbe bei Bestrahlung mit farbigem Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-27813-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse bei der Nutzung radioaktiver Strahlung;Wechselwirkung von Strahlung und Materie;https://lp-sachsen.org/resource/lernziel-lerninhalt-122599-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Entstehung der Farben;Zerlegung weißen Lichts durch Brechung;https://lp-sachsen.org/resource/lernziel-lerninhalt-27810-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Übertragen der Kenntnisse mechanischer Wellen auf Licht;"gleichförmige Ausbreitung des Lichts
c = λ·f";https://lp-sachsen.org/resource/lernziel-lerninhalt-29365-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Energieformen beim Beschreiben von Energieumwandlung bzw. Energieübertragung;kinetische und potentielle Energie, thermische Energie, chemische Energie, elektrische Energie, Strahlungsenergie;https://lp-sachsen.org/resource/lernziel-lerninhalt-27968-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einteilung der Körper;lichtdurchlässige und lichtundurchlässige Körper;https://lp-sachsen.org/resource/lernziel-lerninhalt-27584-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse über die Bildentstehung an Sammellinsen auf einfache optische Geräte;https://lp-sachsen.org/resource/lernziel-lerninhalt-27610-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse mechanischer Wellen auf Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-29364-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen der Zusammenhänge der Größen Energie, Impuls, Frequenz und Wellenlänge zur Beschreibung von Photonen als Quantenobjekte;äußerer lichtelektrischer Effekt;https://lp-sachsen.org/resource/lernziel-lerninhalt-29646-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen der Zusammenhänge der Größen Energie, Impuls, Frequenz und Wellenlänge zur Beschreibung von Photonen als Quantenobjekte;äußerer lichtelektrischer Effekt;https://lp-sachsen.org/resource/lernziel-lerninhalt-30520-1;https://lp-sachsen.org/resource/lehrplan-523-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Atomphysik II;Anwendungen der Röntgenstrahlung in Medizin und Technik;https://lp-rlp.org/resource/kompetenz-26868-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Mikroobjekte II;"Braggreflexion; Elektronenbeugung";https://lp-rlp.org/resource/kompetenz-19438-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Wellenoptik I;Doppelspaltexperiment und Wellenmodell des Lichts;https://lp-rlp.org/resource/kompetenz-19392-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Strahlenbiophysik;"Dosis-Effekt-Kurven; linear-quadratische Funktionen; fraktionierte Bestrahlung";https://lp-rlp.org/resource/kompetenz-26821-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Strahlenbiophysik;"Energiedeposition im Gewebe; Überlagerung von Röntgenstrahlen";https://lp-rlp.org/resource/kompetenz-26820-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Kosmologie und Weltbilder;Entwicklung des Universums (Urknalltheorie, Hintergrundstrahlung, Hubble-Gesetz, Weltalter);https://lp-rlp.org/resource/kompetenz-26885-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Kosmologie und Weltbilder;"Entwicklung des Universums (Urknalltheorie; Hintergrundstrahlung; Hubble-Gesetz; Weltalter)";https://lp-rlp.org/resource/kompetenz-26815-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Strahlenschutz;"Grenzwerte; Strahlenschutz";https://lp-rlp.org/resource/kompetenz-26895-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Kernphysik III;"Grenzwerte; Strahlenschutz";https://lp-rlp.org/resource/kompetenz-19448-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Atomphysik II;Leistungen der Atommodelle (Laser, charakteristische Röntgenstrahlung, Luminiszenz, ...);https://lp-rlp.org/resource/kompetenz-26867-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Atomphysik II;Leistungen der Atommodelle (chemische Bindung, charakteristische Röntgenstrahlung, Luminiszenz, Laser, ...);https://lp-rlp.org/resource/kompetenz-19441-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Wellenoptik;Licht als Welle;https://lp-rlp.org/resource/kompetenz-26861-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Wellen;"Licht als Welle; Doppelspaltexperiment";https://lp-rlp.org/resource/kompetenz-19263-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Mikroobjekte II;"Röntgenstrahlung; Grenzwellenlänge";https://lp-rlp.org/resource/kompetenz-19439-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik;Strahlenbiophysik;https://lp-rlp.org/resource/kompetenzbereich-6082-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Strahlenschutz;"Strahlendosen; Transferfaktoren";https://lp-rlp.org/resource/kompetenz-26893-1;https://lp-rlp.org/resource/lehrplan-287-1
Rheinland-Pfalz;Schulartübergreifend;Physik;Lehrplan Physik;Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);Kernphysik III;"Strahlendosen; Transferfaktoren";https://lp-rlp.org/resource/kompetenz-19446-1;https://lp-rlp.org/resource/lehrplan-287-1
