bundesland;schulart;schulfach;lehrplan;jahrgangsstufe;schulstufe;niveaustufe;bildungsgangniveau;niveau;stufen_quelle;rollen;klasse;eltern;knoten;knoten_uri;lehrplan_uri
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse auf die Reflexion des Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-27595-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse zur Optik auf Fotoapparat und Auge;https://lp-sachsen.org/resource/lernziel-lerninhalt-27790-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse zur Reflexion und Brechung des Lichts auf die Wirkungsweise von Fernrohren;https://lp-sachsen.org/resource/lernziel-lerninhalt-29396-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse über Wellenoptik zum Erklären optischer Geräte;https://lp-sachsen.org/resource/lernziel-lerninhalt-30512-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse zur Reflexion und Brechung des Lichts auf die Wirkungsweise von Fernrohren;Aufbau, Strahlengang und Bildentstehung bei Linsen- und Spiegelfernrohren;https://lp-sachsen.org/resource/lernziel-lerninhalt-29398-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Problemlösen durch Experimentieren;Aufgaben aus den Bereichen mechanische und elektromagnetische Schwingungen und Optik auch unter Nutzung digitaler Werkzeuge zur Erfassung und Auswertung von Messwerten;https://lp-sachsen.org/resource/lernziel-lerninhalt-29634-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Problemlösen durch Experimentieren;Aufgaben aus den Bereichen mechanische und elektromagnetische Schwingungen und Optik auch unter Nutzung digitaler Werkzeuge zur Erfassung und Auswertung von Messwerten;https://lp-sachsen.org/resource/lernziel-lerninhalt-30514-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen von Phänomenen der Lichtausbreitung;Ausbreitungseigenschaften des Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-27586-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Licht als elektromagnetische Welle;Ausbreitungsgeschwindigkeit des Lichtes;https://lp-sachsen.org/resource/lernziel-lerninhalt-121910-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Licht als elektromagnetische Welle;Ausbreitungsgeschwindigkeit des Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-30502-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen wichtiger Methoden der Erkenntnisgewinnung in der Astronomie;Auswertung der Strahlung von Gestirnen;https://lp-sachsen.org/resource/lernziel-lerninhalt-29349-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Relativität von Zeit und Raum;Belege zur Wirkung der Gravitation auf das Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-29596-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Interferenz am Doppelspalt und am Gitter;Bestimmen der Wellenlänge einfarbigen Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-29371-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Übertragen der Kenntnisse auf elektromagnetische Wellen;Beugung und Interferenz von Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-30505-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Licht als elektromagnetische Welle;"Beugung und Interferenz von Licht
Interferenz am Doppelspalt und am Gitter auch mit polychromatischem Licht, für die Lage der Maxima gilt: tanαk=ske; sinαk=k·λb";https://lp-sachsen.org/resource/lernziel-lerninhalt-121913-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Gesetze der Lichtausbreitung auf optische Phänomene;Brechungsgesetz;https://lp-sachsen.org/resource/lernziel-lerninhalt-29357-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Sich positionieren zur Radioaktivität in Natur und Technik;Eigenschaften radioaktiver Strahlung;https://lp-sachsen.org/resource/lernziel-lerninhalt-28689-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Einblick gewinnen in die Entstehung der Farben;https://lp-sachsen.org/resource/lernziel-lerninhalt-27808-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Einblick gewinnen in die Ausbreitungseigenschaften Reflexion, Beugung und Brechung;https://lp-sachsen.org/resource/lernziel-lerninhalt-29316-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);äußerer lichtelektrischer Effekt;Einsteins Lichtquantenhypothese, Photonenmodell, Energie eines Photons E=h·f;https://lp-sachsen.org/resource/lernziel-lerninhalt-121932-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);äußerer lichtelektrischer Effekt;Einsteins Lichtquantenhypothese, Photonenmodell, Energie eines Photons E=h·f;https://lp-sachsen.org/resource/lernziel-lerninhalt-122137-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Übertragen physikalischer Kenntnisse über Wellen auf Anwendungen in Technik und Medizin;Erzeugung und Eigenschaften der Röntgenstrahlung;https://lp-sachsen.org/resource/lernziel-lerninhalt-121963-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Gesetze der Lichtausbreitung auf optische Phänomene;Farbzerlegung des weißen Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-29363-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Brechungsgesetz;Grenzwinkel der Totalreflexion;https://lp-sachsen.org/resource/lernziel-lerninhalt-29361-1;https://lp-sachsen.org/resource/lehrplan-523-1
